dataset ,coarsening_method       ,coarsening_ratio ,exp_setup           ,extra_nodes ,cluster_node ,hidden ,num_layers1 ,num_layers2 ,epochs1 ,epochs2 ,batch_size ,lr     ,best_test_loss             ,best_test_acc
AIDS    ,affinity_GS             ,             0.5 ,Gc_train_2_Gs_infer ,False       ,True         ,   512 ,          2 ,          2 ,    100 ,    300 ,        16 ,0.01   ,      19.01817138493061    ,1.0
AIDS    ,affinity_GS             ,             0.5 ,Gc_train_2_Gs_infer ,False       ,True         ,   512 ,          2 ,          2 ,    100 ,    300 ,        16 ,0.1    ,       6.234385594725609   ,1.0
AIDS    ,affinity_GS             ,             0.5 ,Gc_train_2_Gs_infer ,False       ,True         ,   512 ,          2 ,          2 ,    100 ,    300 ,        32 ,0.001  ,       0.557345780543983   ,0.85
AIDS    ,affinity_GS             ,             0.5 ,Gc_train_2_Gs_infer ,False       ,True         ,   512 ,          2 ,          2 ,    100 ,    300 ,        32 ,0.01   ,      10.21635428071022    ,0.25
AIDS    ,affinity_GS             ,             0.5 ,Gc_train_2_Gs_infer ,False       ,True         ,   512 ,          2 ,          2 ,    100 ,    300 ,        32 ,0.1    ,      11.116737186908722   ,0.75
AIDS    ,affinity_GS             ,             0.5 ,Gc_train_2_Gs_infer ,False       ,True         ,   512 ,          2 ,          2 ,    100 ,    300 ,       128 ,0.001  ,       0.4394398629665375  ,0.8275862068965517
AIDS    ,affinity_GS             ,             0.5 ,Gc_train_2_Gs_infer ,False       ,True         ,   512 ,          2 ,          2 ,    100 ,    300 ,       128 ,0.01   ,       0.9199233204126358  ,0.6206896551724138
AIDS    ,affinity_GS             ,             0.5 ,Gc_train_2_Gs_infer ,False       ,True         ,   512 ,          2 ,          2 ,    100 ,    300 ,       128 ,0.1    ,       0.8420330286026001  ,0.8017241379310345
AIDS    ,affinity_GS             ,             0.9 ,Gc_train_2_Gs_infer ,False       ,True         ,   512 ,          2 ,          2 ,    100 ,    300 ,         2 ,0.001  ,      17.054198333740235   ,0.5
AIDS    ,affinity_GS             ,             0.9 ,Gc_train_2_Gs_infer ,False       ,True         ,   512 ,          2 ,          2 ,    100 ,    300 ,         2 ,0.01   ,     421.4516484375        ,1.0
AIDS    ,affinity_GS             ,             0.9 ,Gc_train_2_Gs_infer ,False       ,True         ,   512 ,          2 ,          2 ,    100 ,    300 ,         2 ,0.1    ,     724.9005791015625     ,1.0
AIDS    ,affinity_GS             ,             0.9 ,Gc_train_2_Gs_infer ,False       ,True         ,   512 ,          2 ,          2 ,    100 ,    300 ,        16 ,0.001  ,       0.4941122296731919  ,1.0
AIDS    ,affinity_GS             ,             0.9 ,Gc_train_2_Gs_infer ,False       ,True         ,   512 ,          2 ,          2 ,    100 ,    300 ,        16 ,0.01   ,      25.587223440408707   ,0.75
AIDS    ,affinity_GS             ,             0.9 ,Gc_train_2_Gs_infer ,False       ,True         ,   512 ,          2 ,          2 ,    100 ,    300 ,        16 ,0.1    ,      20.949138522148132   ,0.75
AIDS    ,affinity_GS             ,             0.9 ,Gc_train_2_Gs_infer ,False       ,True         ,   512 ,          2 ,          2 ,    100 ,    300 ,        32 ,0.001  ,       0.535580039024353   ,0.9
AIDS    ,affinity_GS             ,             0.9 ,Gc_train_2_Gs_infer ,False       ,True         ,   512 ,          2 ,          2 ,    100 ,    300 ,        32 ,0.01   ,       6.269595190882683   ,0.8
AIDS    ,affinity_GS             ,             0.9 ,Gc_train_2_Gs_infer ,False       ,True         ,   512 ,          2 ,          2 ,    100 ,    300 ,        32 ,0.1    ,      14.41607317328453    ,0.85
